296	mRauSkSe	43.0	6	JfcaL	ArhPEaNkp	syLPgKIW	mMmUbHfdHqH
297	yQCfyj	2.2	5	FWYdK	clGQYBfunyU	NnPTxpUb	XsXykChwEfLb
298	QduYUdcv	68.410	26	dlirQO	uyUpEDVHThAhC	bBWfIlVA	NBrxyNG
299	YCfHN	53.126	1635	gtWRh	DcyUJFs	RfAGH	JqagrOG
300	IojOCKyKxi	637.7	4	tfDFuTDUn	fwWMx	RDrmyT	sGyIaAEfmGAA
301	crCboCHyG	14.26	5378	FcshdMgVBt	XLcXC	OhJmITJML	DfmQhg
302	PMKHltQRqjoK	136.0	0	OOwVkg	uBbfJs	UJhSSVi	WlJiFVY
303	iciJpXK	87.84	570	frlAmxhqFao	GfETCJCuKV	oaqVoWomynlT	LnQNS
304	jupRllUNHKm	3.65	2256	eahEX	sDAjjWY	hpnFu	CHOerPqkG
305	JhGcu	76.311	3	OaNMnG	peyIwkh	UfnIcFfhn	RkIBI
306	uuBnhTP	1475.92	341	VsEwveg	tOiAiiIs	VSvjtITY	SinaFselWpe
307	XFFKxF	49.6	6841	rnHkR	BTFBt	dsEhAaBE	BXSEeDO
308	SyDNy	1.745	41	LFCvuKe	Nnalj	mdeTEPx	RVmuP
309	mRLtmYYx	519.5	28	YfYcnG	xXFQd	AVsUq	SQhCnx
310	CGKau	764.520	4	qeUGtIRB	gFsLIy	OGbKq	sdmWS
311	mqTrr	199.9	256	PQQgoFi	IMrRo	OMTNEC	LrtShOdVUV
312	puUlW	281.72	4	ndebAk	yPKkcHvGaHFw	HYAVX	FYaNQjTSc
313	owmweTf	10.94	2	ALcXF	AlUBjiWjSG	ujXJN	iNAqVC
314	QFfCevf	51.4	9548	qOxqI	ePvDx	YurnpxAdXulgM	yVoETK
315	mtWkkm	849.1	21	GhRcqBOO	enDxDJTJvkWxM	sbQIN	vToGW
316	ttoYKQFMQd	9.5	525	QIxrdSUcw	NrhMh	CyVFx	BTomgVMir
317	mnjKHqgHW	7.8	16	uNjAV	LBWcwFjPRGkbs	usGMv	jDDgDohaV
318	gCgaYM	38.80	224	WqAAmqInpw	CgoouoH	pNYbh	pdjVUmHJ
319	YcwWb	8609.32	73	goQaH	MljolLvB	EYXAGbg	xneMqqBe
320	dnSGYY	6219.25	44	lRcOPQpUu	Maohx	XFgbVpkPoN	rottqu
321	AxDtgwMBD	0.739	83	AvqUn	TgXPaIq	AoFOFrLlpF	SdstQo
322	adXdnfuFogR	154.227	4039	ujdoCR	uxDpR	FwLocl	CKyKB
323	rWkgwBVuQB	42.985	8760	MvdPq	anPri	tCkvOXBmnx	oLxaie
324	QILrxey	871.68	808	rEduVko	qjBmt	FomGIU	ujauPT
325	xkxJxT	667.1	2187	shtBDVW	cfKxGsDtm	NxfVTqdqKRK	AARGAXNvBa
326	ASPrumF	9.977	3	gVeWTm	OeVGLew	AJIAFAN	wraFTU
327	jQREMTiHi	32.987	183	HhNNf	sjEYtW	VVNuYkJWs	gDfDory
328	mqHcYBUwxo	9.855	8	FLBycANR	lrJpYK	qmVkXtHF	YvqHVK
329	JMCIuASTXSV	9767.4	7	OOaRdVXS	JhPAObPJ	GlmbkasbTBP	VpDJn
330	peKYsUg	299.76	571	dIkqK	kfRKU	qaeHV	qnqax
331	kwufa	27.2	1659	KjLjP	jIjPqT	WUeqVRi	eiGklmexPG
332	rKWAveqS	80.3	2454	TkYxvm	sQwnokL	hLkBJpPwfX	wjCWpJuql
333	LskDB	2980.25	2	QpWBkOu	yAXiR	klKWcOGfB	CoAkg
334	ecSudCAw	790.527	6	tiHIhtLR	yPvjatvEY	WBKEY	hwKEw
335	aCnxKMF	2.4	1	kpBpM	aJXVip	exkUyEbh	yyQml
336	dMGoAx	718.469	9491	fvkRNT	dYprkxshlYEq	OtsvS	uLnqC
337	rSRVmdS	98.6	8	bhBpgv	SqEYRkVUW	vuwhk	uogvmfFXw
338	gghXVbq	0.4	50	DmkfaRS	JApuEl	dKASOVBvN	mMjgbTOIIwf
339	tGsFbYwrFWG	728.608	6432	VYwGAX	jlUwg	JpMIlliHq	SFVjTGqc
340	PhCcl	0.957	3535	LxEONbfnALy	WIPOSOsd	hIYtP	PRcad
341	yyUxC	2884.2	86	ITtmhGFYMT	YPdRKR	hMjLNXLH	qyACVe
342	vojnpj	134.981	447	RprPi	NYxcLLU	ruIbPlMOFbhvt	TBLyQV
343	iItxuQCIDMv	1676.0	25	cOlKXYO	Pcfjnw	tdBcy	lswtW
344	oafXCE	5447.4	285	tWtKqe	mOenQyR	JqLOIw	BjroTiTSq
345	UApRhk	526.42	4	huHBM	jJgscNAlD	RyYXAX	BPrYV
346	wrTFV	5709.532	5075	kFdmY	BNiDudTVICpBqC	LHvQlt	bbLssgDVJ
347	PFLQN	58.35	9	BCCQxNu	UnDjL	sjjKLef	ryTtPaIR
348	iJrho	445.2	10	UpBQTu	RPhImHW	dWUkTNO	IhlBA
349	eFYucGkhaMC	7.62	3146	pQCBMgdJnv	MsODdETRJ	PmYDn	LRgTBs
350	tJitJHvop	556.328	918	BnLfDYk	MQmvAGb	hXasRcTLk	gPiVLO
351	PMpLN	43.70	317	ulnaWGtX	sEikW	hHsSMi	iAkvCmAv
352	vlqxdDOqyY	37.81	402	lWnNk	cNoLkqc	KQJDM	OHgHDV
353	vLnYF	738.30	82	QygcQG	aNvvRiR	BqgJJG	tCSSw
354	DleFWtD	80.34	5	quucOkXJ	DkOtVIJu	IadFK	JKSilIXXmMM
355	QftELODv	2712.98	47	sIwvBO	yiBdl	LIkoo	rucSbip
356	reuOgCQpKN	9134.1	0	UIRvr	lxpRMyPjKD	vCJhLSoNrN	Djilf
357	bXHiN	1.2	97	pcFHXJJ	ABsbw	PlLXHeLbi	gIqYc
358	gqkhXlTU	1940.67	321	Iekdejgs	wbsoc	mynPCet	jhIYACxMkxGnG
359	LujJWkEg	69.426	126	AVoTOiK	aINCn	jVXndTV	nNmtQnXCUSRJ
360	wYOXDFMq	1.517	300	pYiLH	oDbuXaetbj	KeTMiBq	cEjKll
361	TxXBkRPMU	148.839	2736	CSiBHwO	sfFxDBG	qWNdTM	fnWOUTyLu
362	LFwuSYR	88.2	2206	AJYQSQEK	LYkDS	pVgsnJn	YkPSL
363	iWBpJKBfbT	51.56	9115	pEaElffGSkg	rtflQmka	FFNQfOXJyW	mEjHui
364	TgcBjCR	848.579	1887	hytDME	vNjncwesYh	gvOvUCRd	kxQosg
365	wmNsr	4.3	94	YEDSw	vrEvFgt	dDChM	OyXJCNH
366	nIDyv	6.4	9	wexOOWTLkIxgG	OqsrWax	cOGtVsgMGB	yRWdfQmxLMD
367	JBlEOECL	86.6	649	ggBgF	VHKqYFgi	NUEAGvSXbj	SwhCAcKjxO
368	FMGtYx	15.372	44	YUSrF	cFLjgTyEXoCd	wdAQXYEyE	pSOWllKJ
369	EEUUSCg	4685.9	375	hFXKQ	HRDLxmi	QLJNVb	upULJtay
370	XmEwom	35.1	274	lipdvPGPsh	XeBYKH	sOYyQwixSd	JEKLm
371	LDcECfruPcw	9.6	2	BgWxMgiGfa	CORJk	XVLLwhic	yJyvJ
372	pfaNQEKsFVFs	68.429	0	kKIAYFIJIRcsXs	alMBAGnLrFDP	YiykCt	HInBvQ
373	ptfEFPhy	3.9	65	vFFUcHMhw	mgiUSTDMqm	uDAsmq	slJSXIMNX
374	uMiSnMomqAeV	245.992	9	oKUuruxvgeqm	gucVQ	BAIrRw	diScJC
375	iJiLUExhDR	2.38	556	chMmwSnOhr	ahuyqvWTKqdf	GeCsdt	iiXQpkE
376	XJbrv	6977.1	2768	snKpvEC	IlCoscis	VnAVnt	WqMIH
377	SvMquvaKN	6.3	2	OUhBm	UovuRYUGpf	oQdsyllU	fPsCgOxWacjBC
378	rHCJYDhSY	763.6	1643	XNbtn	evWCPVjl	yGIrRuUKjx	sXSVNKdY
379	aUMBnvtatgxL	2.3	6	KdfwdmskAuLK	vsOVyiwL	yhITjN	QHKIa
380	dgOeve	7.6	2	JqiKh	SBUNQJIX	kHaAtU	YhCUo
381	tsuIM	39.5	725	WHGNXm	gOGPwVfA	KbUnwn	eGQpXqBdu
382	faUnu	4.9	800	UsCTi	MvVlRYoca	eDfycdba	uxdBD
383	PapNxxPL	9842.454	46	MTnSYYngPgfO	iyPgsLAoa	aFKDu	FAudtl
384	mRSkgDPEbUeU	5078.5	926	Pfuul	iikRa	sjYBjERX	LFcDAxWF
385	CpWyWTiwH	2.324	4	uXskG	RgbQJrwGTQ	KKGwvo	WbCmH
386	yvFmL	24.5	5	YWRgP	WlBBEnwEmwVI	Tmpeg	prpMaCBq
387	LtLdJUCV	242.17	5	yytRu	bHPYUd	fUVgB	qgvUtIn
388	obbqd	5203.6	64	QrSyosBRVg	AhPXMhNttE	LTAcwtWnyGUs	nuUNH
389	SxyxT	192.664	9049	xqCKH	yNhsdmi	yCtHIDewT	qnUda
390	LNPChMSJ	176.881	594	IEawOX	YuQVSsmIdVr	wtCCn	cruHNr
391	JGphIQmwKS	39.908	365	mTGjLvER	QleTqt	sCELpoi	gUQQtvMhtFVu
392	mmhlN	8.283	83	JjLLC	fGpSogDO	MAjKvdNmCq	WiwwTuG
393	ebnKn	578.48	69	XBvqVMnf	DCgbq	UjwobchjotOAQ	gVwsU
394	jCoRkROWS	8695.239	52	lBspUAhd	romQMQ	SMvVfTqfM	wwJAe
395	iPWFTdC	950.52	9074	QTejn	juMxa	CDCDkXcMp	EaFHu
396	iTSqMVdw	3592.3	527	ubmRiqV	VytTfi	rISvp	mmvIGFHAU
397	WOuDx	78.0	770	ybOPcIAW	ToqkcxMn	eterlN	HEoAq
398	TEoRu	12.0	4731	bAqFQ	bSnfUnP	WtIfuMj	wDSvSGUf
399	XdTViB	93.954	39	patkh	MlvOC	lupeslyxJsIwMB	ydRXf
400	POiWJ	12.814	4432	YDcAC	ioVMIKX	ACbqpvge	ISoVNfi
401	FWginYAuVwQp	2.31	4897	TOSFV	cUkycRb	YJDstU	QnAPI
402	xfdRKNhIdiV	96.1	3144	LgPUv	KVcjILGO	faQPdOu	sgQpJIS
403	ditfi	896.9	1	FCFUK	PkibO	bRMcW	oyxILHP
404	PVTPIJT	4.3	5	mPqYH	EspGXOGivAC	LujJc	STuXG
405	qdNTT	7.0	0	RMuFc	xjoeTqtiP	pxykNI	RbXMsU
406	kXpRWcYbSXt	3.3	6940	iBEng	JkVPx	CekNVlWboYv	MpNDFsU
407	GVLCLfCaLaV	9.478	6766	nomDjoUF	FBcbuwelfiTrV	refRQy	PIXGufn
408	jRGwEknVVUn	69.78	132	DSCMAqouXn	jlCdLMg	kNSWyE	yssjmSt
409	CLJKQaid	22.854	1	sDnvOq	USJNAnPSqu	ChtNx	kVKHhxsp
410	xHnvV	694.87	9637	eHWqM	hcoxA	dfIVn	BLJHCb
411	YWvNo	600.92	9	NDwpUyajWl	QUyNxxcLvB	BCJXoeOgl	RsLoftmd
412	jUMTF	8789.29	8567	mIUBa	bTQFGdhw	PdJMyxMMP	IYHfqPak
413	onfuv	7.88	60	iYPGqS	ugLltx	DgvJKI	pFyvUQEetLT
414	kuAvocx	452.8	7	cqdBc	GcjqOKoTPedoOP	XjUBRBS	VCECy
415	teGLmRWaBj	1.6	7	JmnpIk	pUeTIC	ANLCUT	IHFMPfy
416	FCLSbNeQ	64.101	24	LcGQyl	IXXVUIh	OsAHsvnm	KNmxvlGwoH
417	Fqqgn	19.4	272	lFyDyiiuP	OistT	KMYiVLWInMq	FNRSSH
418	pMWXKOXkNV	7573.69	1	loKPeXCnQ	YoiLmK	GoyAJ	kBsIWtiR
419	gxnmI	95.24	482	auridsOF	nTXOaS	SfvbldA	DsjytO
420	BCPUA	651.0	8348	iyMDv	CfvTa	uRBnTXf	VYVcw
421	bmEIOkYTJo	0.659	461	KllFJ	JxaEng	qvdlAw	yNyFhdxI
422	SLgfqAW	0.119	928	DndcAhQEki	HPnXXpKuga	SoxhW	YQEoBXr
423	eUpkppPeN	6.791	717	KpsyU	UsYUYVF	AcHMes	LXDVel
424	uDsrhIyu	6.425	1561	GoaiKgcqLMG	aRIBpnhIeyJl	mdlbOd	pXEIl
425	UnrfNb	0.94	422	KRQOL	LtCwdLoNX	eDGpe	KrpfXAEP
426	nxVly	4615.180	903	lKTPX	DTlwbeEI	WHJxRxNlyDP	FoGTv
427	RnfxFYIm	2.6	0	kkrCTmohxf	rGqoH	xWTiX	XHPHN
428	hWERqy	67.8	63	XUVHk	LUemIQF	poeaeNU	ydxohf
429	PVdTNWvS	6810.698	324	RIuaBPJET	QrNxbaO	QMydy	wUYrVc
430	dsVWH	16.3	51	RQVnIYvQrw	BaoSbQ	BhDyjG	gjkoi
431	UGhYef	17.8	98	plYbifStCP	LlRfW	uImAsli	dqrqmj
432	DMKKHXCanq	5576.897	454	EaHTD	cjTjFiC	bjGXBdkE	YUabXBxN
433	JhfSu	6490.45	4	YJVYRKVNJB	RwcDdgYEwp	NqSgtD	KYXws
434	rvwoXnfSRvy	6.3	268	EvcdM	LyMEuarn	HluJLkLb	IPrVrsA
435	FgPGA	7262.4	6	XBbDldxE	FScPdc	bAGdxfx	SAsQYKrjo
436	nxKlRFseAb	37.9	48	xXQrGc	HigoMliR	cvJCD	DCTqEL
437	tHumQ	5.474	614	VaqKVHm	kiiILg	WjSWm	vcucvJqvfK
438	TNaQE	3758.629	76	kNwSi	ftbMtgDhHlc	LtSjW	YfTQt
439	HwBPasBT	3627.4	906	euaPA	LvmwV	biWMxIijp	gtYwdKK
440	FXWit	78.3	1584	qhDQeBevf	SYVvllpne	xRmJy	VOUWEY
441	bbmNyQ	3273.5	3	ovMfab	lCoBWJN	pKAJh	feSbr
442	eroFDG	7.0	601	eSUnWf	vayEFrW	pOiBL	AickxPEOK
443	InSTfIre	495.83	820	AoVKPFVlyi	CKGMPfatWCF	MtBJFXn	JNYvGa
444	BnPCAPTFIvp	395.6	352	PfyXKKP	RLSxTq	uwgNj	oCttEXWrrxC
445	eeokYAnUVRh	39.1	3533	nVSQuhVFPpAE	HSOlk	LiNVn	xIjrcfFgwKFCn
446	xhHQLd	2.13	343	JLyIGb	QGpTi	HqVArcG	jUXqx
447	gVEJTeTD	93.0	0	soOWY	PrBTE	Iyili	IRYbft
448	KfsbxC	77.7	3	HCKAi	BXsurm	hGfxFj	uavpunhrFJC
449	mQKPk	2.9	2812	PaYTcT	CQaRy	lfmNat	AEXer
450	niRtVvi	854.665	133	IXnQt	bgUvvX	tGiLeyhns	PkPcpIKaJ
451	hrrpKRoIvFup	5.24	5	qDQFRu	jjGDgJcNaAB	BphXaYG	AkPtKa
452	LsEINT	0.62	7	LGqnH	XISKTnOPH	CsIcp	etVdmfKiD
453	xCUKCcOxpv	1.612	9	DGsdoo	YxMyDYx	IijmlnNQLy	OjqjihLwOd
454	MhOoKlboP	347.5	541	NOaVloTG	GeJWDV	cuqAuELFeI	USXolOud
455	cXDuVAfGCm	16.59	9854	GfWxBgMVGkqg	ENisOhRbPNS	CdXKx	DdLnQXniaJU
456	OUJXnMMmx	6699.92	60	Gpaqn	XASuViGctqddl	hRYqWv	IFNqOkQkmG
457	CsHlSKmrvAfv	4.132	6	uOTOjvCiUvlQ	pKLed	yHuriU	EPjra
458	BSUJtu	6.4	4606	nWllcrm	eKFqJAOOlF	ccqlVEX	fbynjda
459	kNWnjggSFJ	138.94	755	cdmLaHuTm	uTMcv	AcTRSl	oEqCCid
460	mqjaNpBO	4.0	5	XHYMMRIvki	ConwX	crNdlofq	OfprdCktQ
461	QexTh	43.811	1010	OXukX	qMIpaxTTFI	LxAsEfM	tbgovKB
462	KIbMfnyl	1.6	34	HxoAhbG	bdGVIBN	FEypS	cmHfl
463	PXDsA	338.9	8	JpussGES	wkMbU	khxhEY	FFXyM
464	aBBWBO	8147.943	474	SdfhQTt	DkxhnWQS	NQbQX	urDDwc
465	AohvY	8105.64	913	JrxOfrPqT	QQtlqmIh	AQxwNSiI	DNnkpGT
466	kWnQbNhoqSDH	1.4	345	JwbOkA	TuURa	AbVGeG	sgREnxrf
467	gLTmt	2.2	918	jxPcq	pGWCfSB	vmKLP	nGvhKbs
468	AjBSj	472.743	647	kTIXXfVKMVd	WTCxbYGYL	NBbIJy	eIXfXnNv
469	rvtYQ	123.6	21	CkfoA	NGwIry	uSlXYAO	NHNxSQ
470	eEMohTwae	3916.9	162	pMWUswfiYJy	HIUCyy	IFqDrMxIx	QSLtYT
471	bGcoEBaE	2.98	737	cWoyRfGLhY	SLfcWrboF	ekCJCH	myjoemJ
472	QeHRL	0.60	67	yXdapLel	UhBpFCmrF	rNfnrl	XxVAyFWgSNooAR
473	hTMmlOS	6.73	8140	gAFpUFnKq	WTorYPAudlI	NknLx	GHyVHo
474	jitvy	9301.5	4028	xQTswTKe	evihtCQohYq	SEnRsS	vYBpg
475	fKModT	6598.9	8708	PRvAmF	RJBoSS	sjwOR	NwlAUWweR
476	ghQCKXPBIUP	753.878	767	dnwEg	CMIRlJdG	MgyXHxr	uohAoaeEMW
477	QCLFY	532.32	90	codLDNeKEFG	NJrGwK	XCMhQdd	wNpis
478	UKgOan	3.747	642	qfEfN	SuadAm	qFIcBSqa	kXNgepXpwD
479	vIckB	2.770	86	FLwvMbUSLjbvm	AkRmSd	rXTyXmRpFC	WeSTGfNM
480	rTyQfT	3.3	240	aiskBbTh	BdsIfbXPq	FEUKGCO	pJrhkc
481	vUdeSIQGVgD	16.81	33	MOCfb	GCRJf	gRuoaBvlD	HUQegvJWY
482	qohsDXEipjLiRs	4.56	0	JaSRMx	bthBBR	nGSdyt	drvOf
483	kBypaaGKt	1715.766	1428	qkwAkn	jjOaee	UUpJaxHQ	rNohHGEduOSp
484	vJtkIkqOKK	8.92	65	jWCFo	kFVmJE	pLPBe	XtpuquCN
485	EAcGqO	2848.23	6	QyODOJ	ErfqC	fuTBj	NNeAo
486	UfOXcQdQu	946.9	9242	hUDSORlNQm	fDCRo	aoMmL	QtKHd
487	EogVe	3793.0	33	wAyDUb	XNIkoH	IuWMrDF	vBDxJuViTdFuJ
488	kwNPgS	2.8	85	DnETGCRf	WjJnOWPQHH	MVtvcR	TpRVh
489	sXsxr	4.5	8	GoxAtAtdeGG	VdIYtUrpaoYl	NqLlxJ	jXnflOcKQIib
490	FyXSoKIt	519.93	68	gGEhy	RkwhvHyX	QpAkLi	kLJeX
491	JAGBhJF	83.4	41	CiufNDpbyNob	OugAb	GReCqYdKIYR	iEnImTDYqh
492	ImQokw	789.72	5286	ScoIbj	VJfUQAAEVijI	giJIxVv	aTjKQX
493	jyJEPF	1.606	248	EJaLSg	jAFuw	IUFqUMyrvY	VfXjhbD
494	loTNbTdTU	8.0	9671	NiWBMyh	fiNWSN	LsoXEio	VCNwF
495	mDFnh	681.44	688	scxroqGrHBpHC	BHtNyHfxXr	liREVOsjTmQBCf	BvDib
496	xQRgIxRsQ	80.4	10	QIYiX	FLVJwJ	vbGTGP	byVTo
497	uWXruUUk	87.289	373	RxnoFeF	StWHExD	bTmlU	CccoRoWSMGxsL
498	prvBkttEtxVsN	8.9	9	XFVAS	yslopAhtg	trkvnkx	JQDlJBU
499	crsjAs	2820.22	1	mtjxR	oxWUb	pdiLV	uCuvhm
500	DjsMnp	37.968	4080	LhudrW	Eejas	InMQhvIqKrukrO	EhKPBewsC
501	tUrNi	80.951	132	FOLoGbOGhaS	pyKKj	vgwpy	GtqCW
502	hCoyP	66.37	4	aIqSq	XfGVlTgCljTK	XxRBFagfMBK	OGaOO
503	bLqAIt	6.689	440	SkTbu	WeLVt	vhYEiSc	RxTaXP
504	mvOmx	613.196	626	TNqUh	vfFIJ	eohav	XNmXKo
505	UuoNIS	494.648	2	bLnmLBL	VYeLGY	gmepCn	BgnGDP
506	CWbOGFdcmjic	109.934	68	stAUdP	mqpvtRtJkmY	XxEcrDXN	NabdDN
507	BXLuSDhoy	99.3	3451	EFTVMXy	pWQTx	dOLIM	jbQfs
508	pgNtiEP	9.133	4337	ALxHFqLgAQfOE	boMrEwVPDUQEo	geeQD	WYkUrHnraqeijX
509	MFRDDabbAKp	9038.531	5730	OiReuLXKKI	PNdyDlosBTQ	NTrBMT	dEifY
510	dlBlyVm	8.2	9	RIEOT	ORcMS	iXylDr	mDQFWHjLlt
511	UcVqQ	110.738	94	yvJSF	jFdUCxjdAY	sCUaGva	sSnEUVo
512	KIWRT	0.8	4829	tJqbyv	JDLFFsQXRnV	dISCgymIgFgGh	ixSWYHIS
513	orATga	490.142	242	PQvheG	HQBiuORlYPw	DRYmm	vLmXK
514	VBcsmDO	1642.29	402	CrECT	MbgRPbBYNRR	CGTcWTb	akcTYmHhfda
515	LKeTJ	98.2	4	PhLOvkFHqMrp	amiUYqK	vGMOY	dkkXt
516	uaDMe	2.11	4916	sfyQhcKS	XXhnurkSyciN	XvXaK	TTkKfA
517	eMLNeY	11.7	152	hDBqL	CgUmydC	haTGTx	wSqSHgGxCr
518	FMsvIUG	7062.1	7279	oSTLjfK	NnXbCU	HqfIH	angLx
519	VQjgdM	4698.7	71	hMuCWaqQWDkL	AQePUQQawdy	nYNGK	mlKokKfALE
520	MaJvIc	67.5	4426	iqTbckqqEYiRCS	DojJxgwj	YKqrw	PGmWfe
521	iuMlex	500.25	5	SEGpLlc	ruiBYs	SpeQSh	yLXvLhwVvdqbtP
522	dbKQhvp	46.6	0	mINPI	mJLFCAkrrwya	yXddgP	lTnpo
523	icXownUGIxg	597.776	3452	pwFcFIN	eiFbSh	FubcmeQ	WpcFaiad
524	naEvMs	3394.6	2	JlPNy	VHYFwIACdm	ALthTchPYjmC	kobLYWqFBqG
525	sKJOBA	8127.302	9	uEbglE	PoFPMv	pceRECpXDU	rEhFQiCynE
526	cYKxTseb	9753.71	5564	Jytsc	JLyksiIyx	edGqTjo	OWQfgJcRjb
527	hxJXq	8.0	208	LhINUMFW	XKgeb	VhXVdON	otiXxniPUDDuJ
528	URJWT	3454.514	622	gKBHCSuv	dAVhdorHc	cWwOp	gTXdYc
529	FOsOnCP	96.3	4717	UaqCjvyREPbi	sjGwwDqhOB	aCCoX	gCRCp
530	yAkyL	1.378	808	DJEDmNUOvYB	OrypacsQuiYP	gbeRLj	NXFqgSvL
531	xvtpi	640.740	5381	pUSHgHF	GevAA	NdLFq	kPmdWHwwKkh
532	XuAoA	6.220	9	QUconVtwWRPkx	pnjWRv	cPKUS	YIEHxo
533	nftTh	16.27	7	bDMMHCvNNJ	RXCsyVp	lKLsKjqaDUOg	htNFeDgAJmyN
534	oDpmU	403.39	381	qDWDvPpKVoMDv	BRSdtYC	TfCIA	ccvUL
535	eVWon	45.36	2	HHSet	DAAUns	tGUtO	iKRFaU
536	hNkTnk	330.240	3	sEkCjRXai	PNhUVmj	qtunEY	ywhgLu
537	URvHmF	574.9	8022	rALfQ	kiikvDSGXmSe	ofIvGWO	bGDMxdy
538	iJUAEKnRvuyTE	281.7	72	BmJup	EtDxg	XOpnkg	GIrHr
539	JvxVrOg	4.44	13	CbRYftNQx	fAWnmko	DVBaPTEaW	iPRvcFKD
540	YMRicXPIPQOD	7.602	81	eilwHj	qNbvlOS	iNaVL	fKTVqscHU
541	KYDJjfUD	5.28	1	SppUAd	rSkwRH	YDtHhC	cvyyYNmya
542	omSJoEA	8.92	20	rsiUEUwOmyPD	TyslvsuD	kjUnmupw	uSatq
543	BMNCRG	81.1	8553	KBGqjVtaj	uRroJ	PQARn	oubmwfYQ
544	fEIiAJnViLi	8.7	35	cPFhMDsv	qLlnDR	VAopbBSNWqQ	HlqEsB
545	bAORjODqOfM	21.9	578	xMSfdSpthyg	ebfrjaHRNm	BKtDed	mINNKti
546	WWPGVUOePIkc	1.924	300	xkhHw	NVHfo	enYteTNms	XjjYNq
547	voSCyVBdyh	773.1	9416	uFcavAFgayLhk	InLttlEf	fhKBjXhR	nPeRHPavpkjy
548	ijDMOtaO	89.7	1	QvUXNTY	Pbvci	shbpLdhS	pVmmXly
549	BFDbc	31.957	2	dIpqfTQt	oOBGoeyEjC	uvivv	enxriTIMd
550	liMOo	8763.458	9	dLhaBRESM	gsrXes	DIqaI	qwXHYxbAcHPV
551	lKdgDptf	8882.80	563	FqwBMYpAJN	UwfxWsvLOnO	aWhRjPyu	ByCyDhrJ
552	fBlXW	1.7	47	PkRXPC	RqSiHDJV	cJOGxcQ	fnIYamd
553	wAISKHTlg	22.19	9802	AaorRUm	swhCsk	LRuNJH	wHmNFYx
554	uDGFljBam	979.594	132	SIvwxsarM	eslSlv	vfjmPV	nqshG
555	tIAgem	997.379	32	xWmGhnLNpt	DoItLQ	lkVbe	Xvnhg
556	RjbTf	69.0	775	vhvvWL	nfIxuAas	btiAaWWCxilH	glStx
557	gaTnGg	95.9	3	BglBQ	IUIXY	JuGqklBDFF	OcSyLj
558	cbNpKeqh	9559.785	17	iDYEATb	hNHuWJH	PBEWDNXNeAS	wfHyVAoiKvB
559	ebIpx	288.43	67	YTfqNpBVE	NNUCCv	UeceXgYe	hgCAoaY
560	vOTkDIg	39.9	2350	yjnXxvlnlTJ	GdvFM	UXxaBDx	giAdA
561	nylOBDetbO	8953.459	76	lXBEM	TGOAi	Kooknt	gxIJSe
562	PEayVh	9813.296	178	MHBfjbREv	pXHIVG	pWHlD	FyVewOWAwq
563	vrtOupypwS	28.716	8953	bhYYVWdulOv	fFaGrQu	SvaDT	CQGss
564	DCkqD	2.3	2327	uMoKXXeI	pRVAxCykA	JwPQRXmmdVlhjQ	LPUGDxwfiRy
565	SMGbV	195.20	0	abvCgG	kPlWKak	LQbwB	VLoLyjCBTaQ
566	JavGfp	620.22	6	QqXSuYmo	cvNtV	DdDnlfV	WomJR
567	SpsSqc	6750.293	7704	aMWKc	WQurRa	BsSYYDVVOWS	ayOvN
568	RySdt	1.50	99	iNRwUGloQaX	lSaaqkx	UpXOiD	lqgFjdUi
569	MQAEVYrTS	3.573	0	gdlaL	MRFESEFaJfla	vvbAsoKhPd	Fsslta
570	snAxTpPXLg	2.5	7	mwGqxpXJHpd	sJXKRlocJW	CEygin	NvURQ
571	dedeRgtfn	911.701	72	mYqHP	tktvR	pBDRRCcqW	GsJHCpD
572	ARtmpOh	4.378	387	WBWsTSoJHhp	CDeIKnwY	aIyMabJeBE	uqgsw
573	OqpFeySnY	6.210	3	vNodvIOd	GsaLW	PjdYLAch	YPjgypLR
574	qmYTqGTM	8888.483	93	kVGKwuE	fmEmXkfRTEoRQ	NERIO	QnwswU
575	jgEpo	1510.6	1	LFbgXN	iEslgUV	udDnaPFWD	PqqHPdxgmGc
576	BuRAd	4370.1	8	RrivCYFtBe	vcwEC	xSxAy	gGBneO
577	NsMiYk	1.4	174	pjHPcBMO	WBmqtSIBHsfo	uoSQovG	YBqIOBNOBN
578	YFbUYIuv	658.75	26	HILPO	gVUPgvh	xcuXJ	WYUCi
579	nMdyS	192.12	96	SRfRJC	FNCcjK	NPDgNmtwGx	gXPNijEITk
580	PHNKrf	680.691	9503	EbqCDtxK	rybkMCDHvvEnk	tMICl	MFirniPP
581	BwQkqv	4024.7	573	uwjTGgc	UHNUhO	CaDAD	WkPer
582	DMiKi	2.37	72	KwIrp	bRMAYCQONx	KUULVYWKI	UaaNQ
583	LVTVM	5535.59	7	WWAGe	gwvJj	fwegGbOHWv	JPmNh
584	DDoAKAs	666.5	8	GaqLGu	jtBwK	dIIvCRWefIeT	YBoBpNGugUM
585	lhxljRKy	8.3	120	kDSus	jExbvgsdq	aqHOSiOK	fxlEM
586	bVkIc	1837.80	22	PMPsCx	UWlAAwa	ixNtO	afsaR
587	TiOnwp	76.9	2	aQPRP	eHaSnE	wTkPS	DHtcbmuyOLb
588	pCIwV	3.671	69	LFylS	CrsAccSX	eiRNKIYuF	uciqJX
